0|0|0|150.0|150.0|150.0|269.0|302.0|98.0|5.6373324|-1.1563795|4.482562|270.79944|295.94144|101.64224|199.9225|20.0|3.4589|44245.0|53537.0|
0|0|1|269.0|302.0|98.0|1069.0|557.0|226.0|-7.008514|0.6935835|23.884596|1046.5848|552.7827|216.00754|849.358|50.0|4.1689|53537.0|71997.0|
0|0|2|1069.0|557.0|226.0|1861.0|1822.0|77.0|0.64556026|22.178833|29.170515|1837.0941|1804.9647|98.94412|1499.8967|80.0|4.3037|71997.0|107525.0|
0|1|0|150.0|150.0|150.0|948.0|437.0|204.0|3.6426077|-3.0478058|8.530904|941.2332|430.20847|205.84924|849.7582|20.0|5.4425|110597.0|137895.0|
0|1|1|948.0|437.0|204.0|1689.0|1741.0|213.0|18.85857|13.754296|7.1691265|1693.7423|1729.9127|234.23218|1499.8593|50.0|4.9541|137895.0|156428.0|
0|1|2|1689.0|1741.0|213.0|1786.0|1852.0|78.0|-17.94641|7.322438|32.0173|1753.8612|1843.0817|94.98118|199.8875|80.0|1.8068|156428.0|165217.0|
0|2|0|150.0|150.0|150.0|1626.0|400.0|246.0|-7.387512|-2.0510783|4.086371|1622.5922|398.623|238.12782|1500.0973|20.0|6.248|169222.0|200287.0|
0|2|1|1626.0|400.0|246.0|1826.0|401.0|248.0|-13.191814|5.4077454|15.9154625|1810.1898|406.39465|234.67688|200.0125|50.0|2.322|200287.0|203259.0|
0|2|2|1826.0|401.0|248.0|1842.0|1238.0|102.0|-22.731743|5.2910852|31.242905|1818.6031|1208.4977|112.15122|849.7888|80.0|3.5388|203259.0|230131.0|
0|3|0|150.0|150.0|150.0|335.0|201.0|93.0|4.428736|7.492183|0.85285854|334.3236|207.08482|99.2443|200.1874|20.0|3.4607|232436.0|246234.0|
0|3|1|335.0|201.0|93.0|1165.0|377.0|139.0|1.588606|-9.358002|22.48436|1145.0248|363.06943|137.39621|849.7011|50.0|4.1694|246234.0|254206.0|
0|3|2|1165.0|377.0|139.0|1534.0|1827.0|248.0|-11.064171|2.517987|34.984535|1514.407|1796.0035|245.17038|1500.1807|80.0|4.3039|254206.0|268658.0|
0|4|0|150.0|150.0|150.0|155.0|1000.0|144.0|1.2744209|-1.122537|9.645524|156.2242|990.3395|142.9531|850.0359|20.0|5.443|270613.0|282506.0|
0|4|1|155.0|1000.0|144.0|1653.0|1067.0|103.0|11.434347|1.0199778|20.715107|1632.6038|1066.5963|115.03041|1500.058|50.0|4.9543|282506.0|303778.0|
0|4|2|1653.0|1067.0|103.0|1778.0|1223.0|110.0|-12.60909|14.314232|34.41575|1741.7571|1207.8192|112.07958|200.025|80.0|1.8075|303778.0|307672.0|
0|5|0|150.0|150.0|150.0|1124.0|1287.0|59.0|-4.553063|-4.2230577|7.6876197|1118.2249|1281.3503|53.308502|1499.9087|20.0|6.2478|310238.0|324232.0|
0|5|1|1124.0|1287.0|59.0|1240.0|1288.0|222.0|2.6957078|14.460257|18.096464|1227.0853|1302.3257|208.89145|200.065|50.0|2.3223|324232.0|334404.0|
0|5|2|1240.0|1288.0|222.0|1881.0|1833.0|101.0|11.516208|6.2908745|34.73241|1857.9294|1809.884|118.66181|850.0276|80.0|3.5392|334404.0|349814.0|
0|6|0|150.0|150.0|150.0|166.0|349.0|151.0|2.6404498|1.8018354|5.0624127|168.07303|343.74454|152.98224|199.6447|20.0|3.4571|353139.0|363888.0|
0|6|1|166.0|349.0|151.0|807.0|904.0|91.0|-5.559992|0.17748356|21.024035|788.4573|892.9366|88.40707|850.0035|50.0|4.1699|363888.0|383106.0|
0|6|2|807.0|904.0|91.0|1917.0|1905.0|213.0|-27.189413|6.9738255|24.56163|1884.0951|1906.8196|195.53207|1499.6616|80.0|4.3035|383106.0|393356.0|
0|7|0|150.0|150.0|150.0|211.0|992.0|251.0|-7.8269334|-4.070321|0.39229274|203.51883|992.70233|246.36092|850.227|20.0|5.4433|395603.0|425604.0|
0|7|1|211.0|992.0|251.0|1482.0|1762.0|46.0|8.317167|18.092632|13.872439|1466.3884|1765.5961|64.22938|1500.122|50.0|4.9543|425604.0|439379.0|
0|7|2|1482.0|1762.0|46.0|1619.0|1854.0|159.0|3.2613153|-8.08268|38.649353|1598.1239|1829.7083|135.67967|200.005|80.0|1.8074|439379.0|442435.0|
0|8|0|150.0|150.0|150.0|680.0|1553.0|153.0|0.65222144|4.991785|6.191872|676.72894|1547.6062|157.88771|1499.7726|20.0|6.2477|448877.0|466276.0|
0|8|1|680.0|1553.0|153.0|823.0|1679.0|92.0|-13.350912|-1.3727639|20.515049|800.68744|1669.731|87.84873|200.115|50.0|2.3226|466276.0|471948.0|
0|8|2|823.0|1679.0|92.0|1666.0|1693.0|200.0|-15.446647|2.3749626|34.815174|1633.3851|1695.0898|180.29622|850.0053|80.0|3.5392|471948.0|479690.0|
