2|0|0|150.0|150.0|150.0|269.0|302.0|98.0|2.6234503|-0.88740253|7.968397|266.4615|294.51917|100.95946|199.9225|20.0|3.4589|584687.0|587923.0|
2|0|1|269.0|302.0|98.0|1069.0|557.0|226.0|-17.092655|-11.445641|10.633057|1063.5576|549.2679|204.86192|849.358|50.0|4.1689|587923.0|593623.0|
2|0|2|1069.0|557.0|226.0|1861.0|1822.0|77.0|-0.65516853|-29.429955|23.673874|1859.9324|1791.9113|54.18484|1499.8967|80.0|4.3037|593623.0|600121.0|
2|1|0|150.0|150.0|150.0|948.0|437.0|204.0|7.0633945|0.84280396|2.6629152|945.62537|434.44843|210.7486|849.7582|20.0|5.4425|633772.0|648593.0|
2|1|1|948.0|437.0|204.0|1689.0|1741.0|213.0|0.6048963|5.5326276|23.642416|1675.3851|1721.5089|217.96713|1499.8593|50.0|4.9541|648593.0|656421.0|
2|1|2|1689.0|1741.0|213.0|1786.0|1852.0|78.0|-6.8477397|-33.96886|17.414612|1777.1277|1815.7144|67.57513|199.8875|80.0|1.8068|656421.0|658666.0|
2|2|0|150.0|150.0|150.0|1626.0|400.0|246.0|4.329335|-2.0265677|3.8229027|1622.445|396.638|249.6774|1500.0973|20.0|6.248|661249.0|671980.0|
2|2|1|1626.0|400.0|246.0|1826.0|401.0|248.0|-2.780735|9.103147|19.651577|1806.3314|410.0187|245.06842|200.0125|50.0|2.322|671980.0|675530.0|
2|2|2|1826.0|401.0|248.0|1842.0|1238.0|102.0|16.483686|-23.424816|27.453411|1858.3325|1206.6672|83.95477|849.7888|80.0|3.5388|675530.0|679954.0|
2|3|0|150.0|150.0|150.0|335.0|201.0|93.0|-0.12357336|-4.141041|7.4642305|328.8195|195.18921|93.95614|200.1874|20.0|3.4607|681725.0|687497.0|
2|3|1|335.0|201.0|93.0|1165.0|377.0|139.0|-0.34843564|1.8321013|24.02763|1141.1406|373.84665|137.73836|849.7011|50.0|4.1694|687497.0|692462.0|
2|3|2|1165.0|377.0|139.0|1534.0|1827.0|248.0|13.685369|18.040234|29.727423|1534.8555|1794.6246|266.64304|1500.1807|80.0|4.3039|692462.0|699176.0|
2|4|0|150.0|150.0|150.0|155.0|1000.0|144.0|1.880896|0.14812762|9.259561|156.8255|990.7309|144.22455|850.0359|20.0|5.443|703143.0|710952.0|
2|4|1|155.0|1000.0|144.0|1653.0|1067.0|103.0|-10.767443|-6.315604|19.381826|1633.6038|1060.2985|92.494995|1500.058|50.0|4.9543|710952.0|722658.0|
2|4|2|1653.0|1067.0|103.0|1778.0|1223.0|110.0|25.990612|-18.462675|22.785048|1788.5582|1185.2777|111.04562|200.025|80.0|1.8075|722658.0|723607.0|
2|5|0|150.0|150.0|150.0|1124.0|1287.0|59.0|5.845946|1.71836|6.265925|1122.6554|1280.3245|64.47895|1499.9087|20.0|6.2478|725257.0|736773.0|
2|5|1|1124.0|1287.0|59.0|1240.0|1288.0|222.0|15.978801|-8.614086|17.10192|1217.2025|1279.0516|217.2881|200.065|50.0|2.3223|736773.0|739554.0|
2|5|2|1240.0|1288.0|222.0|1881.0|1833.0|101.0|-5.0613747|-6.8320713|34.738388|1855.1538|1808.496|97.74777|850.0276|80.0|3.5392|739554.0|745871.0|
2|6|0|150.0|150.0|150.0|166.0|349.0|151.0|-5.7325153|-4.606533|3.373225|160.40399|346.09128|145.932|199.6447|20.0|3.4571|763557.0|766964.0|
2|6|1|166.0|349.0|151.0|807.0|904.0|91.0|9.786444|-9.638114|17.271154|802.99634|882.42194|93.306145|850.0035|50.0|4.1699|766964.0|773327.0|
2|6|2|807.0|904.0|91.0|1917.0|1905.0|213.0|17.43973|-0.013011932|33.771137|1899.05|1873.0725|223.15228|1499.6616|80.0|4.3035|773327.0|780120.0|
2|7|0|150.0|150.0|150.0|211.0|992.0|251.0|-2.3600817|3.2820592|7.278807|207.86685|984.6112|253.21631|850.227|20.0|5.4433|782265.0|788426.0|
2|7|1|211.0|992.0|251.0|1482.0|1762.0|46.0|12.579894|-0.7965412|18.100077|1471.6042|1747.2843|58.72311|1500.122|50.0|4.9543|788426.0|798737.0|
2|7|2|1482.0|1762.0|46.0|1619.0|1854.0|159.0|-12.424257|-1.711422|37.598335|1595.4618|1844.8252|128.45984|200.005|80.0|1.8074|798737.0|801470.0|
2|8|0|150.0|150.0|150.0|680.0|1553.0|153.0|-0.08340716|8.269836|4.953321|675.4372|1549.4121|160.69678|1499.7726|20.0|6.2477|804995.0|816080.0|
2|8|1|680.0|1553.0|153.0|823.0|1679.0|92.0|3.254653|-0.88069963|21.573818|809.8682|1663.6809|100.34745|200.115|50.0|2.3226|816080.0|819494.0|
2|8|2|823.0|1679.0|92.0|1666.0|1693.0|200.0|-0.3357587|-14.82752|32.6265|1633.9624|1677.646|195.27733|850.0053|80.0|3.5392|819494.0|823893.0|
